slide_id,label
a3513d91-82da-4b95-8772-ebfc207002c3/TCGA-D3-A2JD-06Z-00-DX1.B6DBA83D-6C77-4F73-87B8-30487C8AB7C1,1
a37c34e1-dd4c-45ed-b90f-66841ad09769/TCGA-GF-A6C8-06Z-00-DX1.9388CB1A-BF64-4CE8-AAC3-E565FFA90114,1
a45c28ec-e3a4-48d1-9f3a-782fddb46300/TCGA-FR-A2OS-01Z-00-DX1.9F35411B-FFCE-4BD7-8161-68DE08C67AB8,0
a4a1d75e-ebc3-4123-9d0e-ea862052df7d/TCGA-FS-A1ZM-06Z-00-DX3.339CCE1D-3E08-481D-9FF6-2D0F99BE4DBC,1
a67a2e91-e304-4ae0-8d2d-3034db36406f/TCGA-EB-A5VV-06Z-00-DX1.35151DAB-2548-46B3-BD1F-BF026DE31385,0
a7df3a94-b793-4724-bee8-f13a6e6d15ac/TCGA-XV-AB01-06Z-00-DX1.20585168-4E6E-403C-A7EB-DC3F7CDC0AD4,1
a7ec8494-2b5e-400f-ab9b-59041d88e147/TCGA-FR-A3R1-01Z-00-DX1.D6EB7ABD-9AD8-44B8-9055-782C272A65F4,0
ac897ab6-bd2a-4c89-aa44-0d067aaf9ffc/TCGA-WE-A8JZ-06Z-00-DX1.071CA5D6-D02C-4B69-AFA8-A43654FECAEA,0
acc8612d-9a38-48a6-91f5-247174f212ee/TCGA-EB-A82B-01Z-00-DX1.79E2EC10-1F21-4CC1-BF07-0FA6571C4ABC,0
ad52ead7-ebf6-40be-9a14-ff0fa79cedeb/TCGA-FS-A1ZM-06Z-00-DX1.E019A4FB-9690-4307-ADDD-3FF7BA153FCC,1
ad69b48f-8904-4105-aca2-e222b1629f9f/TCGA-FS-A1ZA-06Z-00-DX1.1D969D96-646E-4270-A130-D2DCF422CA50,0
adf4f6ba-933b-4c6a-a51e-181825d02eaa/TCGA-EB-A551-01Z-00-DX1.0EBD6C27-1F3A-4732-9AAF-10521313C45F,0
aef3384f-1b15-4d0e-8ff6-6376805cf181/TCGA-FS-A1ZW-06Z-00-DX7.6C842FEA-2DF8-4467-984E-C317FE537FC3,0
b17325bc-34d2-4bb3-b285-d671d6bd18bb/TCGA-FS-A1Z7-06Z-00-DX6.84CCDA65-9DC1-4235-900C-F3B54A39A9D7,1
b21a60a3-350e-48ea-ae3a-c46d4a11de13/TCGA-XV-A9W2-01Z-00-DX1.49675C94-0F98-4867-8C7E-398C2F41507E,0
b4e975a2-aef6-4922-975e-5c71a7a35666/TCGA-D3-A3C1-06Z-00-DX1.F6C5DABC-9FEB-4A55-A764-6958046CFE39,1
b536d111-ca0c-4b6b-9ee4-e3dc039b695e/TCGA-FS-A1ZE-06Z-00-DX1.0628CA6E-328C-428F-A4D1-ECB565D8DB98,0
b5bdc80a-9b9b-41ba-b9ac-859ecd3a41dd/TCGA-D3-A8GS-06Z-00-DX1.132335B1-2575-46E0-947E-7E01E8D52A8A,1
b62b15bc-d673-4107-b948-ddc794fdec66/TCGA-EB-A431-01Z-00-DX1.9D1E5A19-63AE-48C4-B478-357DCCC1EB70,1
b690fc43-1238-4ed4-ae47-9908974dc62b/TCGA-D9-A1JW-06Z-00-DX1.7BDC2E73-12DC-496D-8DCF-A56120D16C0B,1
b829a878-38f5-4eb6-a772-21c37149fc5b/TCGA-EB-A41B-01Z-00-DX1.68B1C834-C7AD-43FE-AAB9-AE560C649834,0
b84328fd-26f6-48e1-918d-6d62410ebcc0/TCGA-D9-A3Z3-06Z-00-DX2.E2C62CF8-CFC4-4315-B14A-59ABD0A8B959,1
bcc3b964-14ab-4928-ad32-0830bc29cb23/TCGA-D3-A5GS-06Z-00-DX1.CA7E245E-86F6-4FB4-9BF9-BD8846FB023A,1
bd66d913-888a-4890-b9a1-0182ddc29609/TCGA-D3-A2JH-06Z-00-DX1.52FC3D80-FB2B-4427-AABB-1396A200F3CD,1
beacd435-038c-4131-b2df-f0aedd45c14c/TCGA-D3-A2J6-06Z-00-DX1.1E4860D2-EC44-47BA-88AD-CE524E3CC2B7,0
bfb14ba0-7024-461c-8a9c-e764f8c3fe52/TCGA-EB-A5VU-01Z-00-DX1.18EB50C3-F786-4094-B54F-37553B8E5FD8,0
bfb7f195-a0d3-4db1-b465-d91e55f0e074/TCGA-D3-A2JO-06Z-00-DX1.86BF4C7D-5A0B-4BD8-9928-A07A4FF14272,0
c002784d-a11a-42eb-b9d4-41d9fb9e1235/TCGA-FS-A1Z7-06Z-00-DX3.9A16A153-426A-414A-AFC9-19113F615931,1
c06e313d-8492-4727-87e6-78fbcd0e6ac0/TCGA-D9-A4Z3-01Z-00-DX1.DD40CC06-5F33-4C8D-BE76-80189D969EBE,0
c387719d-3c70-4dd8-b7cd-579ff8ced2d3/TCGA-D3-A2J8-06Z-00-DX1.5FB8E98F-EAFF-491F-856D-49A68542A3E1,0
c43675d7-8cfc-4a75-9da0-96c58fe95c70/TCGA-EB-A41A-01Z-00-DX1.76C495EA-698C-465C-B2FA-5AF9269CED6C,0
c4bf055c-b9e3-43da-a98c-5684edd758c6/TCGA-EB-A57M-01Z-00-DX1.FDE6CE11-9236-464B-ADDC-361FDD7CD8E6,0
c4f1a7a8-f685-420b-99eb-8f8e3f6bdd80/TCGA-EB-A85I-01Z-00-DX1.8049AEB4-083E-4907-BCD9-23A7B83B54A7,1
c5761684-886e-40d1-ad8b-138a53f56fc6/TCGA-WE-A8ZT-06Z-00-DX1.CEB3AA3A-A9B5-4A2E-B31C-2558643BAA7D,1
c67e9aab-32c3-4e3f-9689-cfcb77c68ca8/TCGA-EB-A4OY-01Z-00-DX1.F52614E1-FD7A-48A9-986C-09D471FDF203,0
c6cf4feb-611a-46b6-807d-873fff5bc01c/TCGA-FS-A1ZD-06Z-00-DX1.C7653162-9ED9-42C0-A012-72301B5E3B49,1
c7ab214b-2d25-4481-8fee-555eb25b191e/TCGA-D3-A3MR-06Z-00-DX1.D05823A5-C823-471F-8992-72AFA58DB37A,1
c8e9936f-4ff9-4c80-86de-f0f5f10cfc45/TCGA-EE-A3J5-06Z-00-DX1.47202780-2B18-4661-AD4E-2AF8D1A7C9E5,0
c9b4ff70-4c64-4c37-ac66-b6cb1d970e81/TCGA-D9-A1JW-06Z-00-DX2.8CEC70B1-F341-4BA9-BBA4-F2418363108D,1
c9bb3620-36af-4ef7-9042-fa24f81339a2/TCGA-D3-A3MV-06Z-00-DX1.C06EECC4-8DA7-4432-8FEC-7A5ED82E21CB,0
cb61bb7e-34b4-43f4-8aac-4a8d52300de1/TCGA-WE-A8ZQ-06Z-00-DX1.22515DD9-C179-4944-8F9F-C36FBEBE1ED7,1
cb6bfb6b-089e-4c67-a6ca-cc638f06e603/TCGA-D3-A8GP-06Z-00-DX1.8A2ADCC2-6D4A-42D7-8E11-FEC7FADD0659,0
cc8a5f81-ae95-4dab-9f66-cfbc79e21b03/TCGA-D9-A4Z5-01Z-00-DX1.88AC8735-B520-4FCE-BC0B-AA6A611CE2D7,1
cceb3f07-ddbd-4227-af70-e8c29f6266e2/TCGA-D3-A3BZ-06Z-00-DX1.2033A0DE-6437-4444-A294-28556667DF35,0
ce659ca3-3441-47e2-9053-1858370bad9c/TCGA-ER-A19T-01Z-00-DX2.FEB8038D-2930-4216-ADCB-164A31922CBD,0
cecfa9a5-bcd3-49af-a391-fb3f69793a99/TCGA-D3-A8GM-06Z-00-DX1.70B7B587-81C9-472A-8E31-71D3892156BA,1
d155cba9-220e-4d0b-bc18-872b51957e73/TCGA-D9-A1JX-06Z-00-DX1.C9C0FE8D-5FB3-410F-9BBE-C831BDA24A7E,1
d3607569-5a48-4762-9104-e629daa17963/TCGA-EB-A24C-01Z-00-DX1.C6E7D89C-885B-46B1-B8DE-C4CEE5992A4A,1
d3743112-84b9-47c9-9bf5-c68168fb7ac2/TCGA-FS-A1ZW-06Z-00-DX4.B7CC8DFF-CB1A-4A9D-A9DC-B1723D90FE7B,0
d4407444-e725-418c-ac60-7a5ec986a267/TCGA-D9-A1X3-06Z-00-DX1.17AC16CC-5B22-46B3-B9C4-9E1F9C688D84,0
d4518876-72b7-4086-90fb-9402d004e477/TCGA-GF-A6C9-06Z-00-DX1.87770B34-BB1A-4719-939F-68AE6BF567F9,1
d4b5fb09-5c2d-47ee-bb04-798006cc729b/TCGA-FR-A8YD-06Z-00-DX1.AF90C1E6-94CB-48ED-BDED-F2AC6183153F,0
d5d1ff9d-e82a-49d4-801d-92fabe61bf69/TCGA-D3-A8GJ-06Z-00-DX1.E4BCDD38-3A8B-4CBF-BE4F-918F56B4BAE7,1
d708a070-d5ce-4522-a7e9-afed9b90891a/TCGA-D3-A51E-06Z-00-DX1.819FF689-47EB-468E-A9C1-5205951F69C0,0
d74290fe-a5dc-4e15-ad2a-aaf699ef62e9/TCGA-FS-A1ZD-06Z-00-DX2.B2BF872D-1690-49FC-A8E7-921AA5F60A26,1
d777ce3d-6065-4be8-b273-9a9b2de63acd/TCGA-D3-A1QA-06Z-00-DX1.FDAEC5FD-E0C9-4B7A-8C21-00D4E8792F4F,1
d8c3ab05-a899-41e0-acac-ceaca5f22f31/TCGA-FS-A1ZW-06Z-00-DX5.0E6095A7-836E-454F-BB2E-94BAB7C7EB4F,0
d9df9b0c-b2d4-4caf-ab1c-edd83eb55c89/TCGA-GN-A266-06Z-00-DX1.BE2DBE7E-A08E-4EB8-8287-52353ED5D02A,0
daf6fc41-e620-4ab8-82c5-16f26802fc03/TCGA-D3-A2J9-06Z-00-DX1.5526CFD6-96AB-49F8-B88C-DC9DC5E349F0,0
db186f6b-bc1c-4ba8-a654-183f31745b5b/TCGA-D9-A3Z1-06Z-00-DX1.ECFEE77E-D5FA-4264-9CC6-41E76CFAF104,0
db9053d0-aca7-4de3-94cd-6343926ac292/TCGA-EB-A44P-01Z-00-DX1.717C3DBF-9CC2-425F-8CEA-15CD5BF28225,1
dbc41286-8b62-4f1b-b993-4632f7f24601/TCGA-EB-A3XB-01Z-00-DX1.65EB6648-0EA6-4010-8B71-DE9FF803B1A7,1
dc806431-cc53-45f4-9651-1cc779764787/TCGA-OD-A75X-06Z-00-DX1.1632CB25-A6A8-4F5B-8D5E-E6F3CCF5C022,1
dd5fab0a-adb5-4adf-a1f4-5c61f79b4372/TCGA-WE-A8K6-06Z-00-DX1.4729CA63-5901-4E06-A9C7-0EFA3551FC6A,1
dde1531a-79ac-4128-a959-52f98819e10c/TCGA-D3-A8GB-06Z-00-DX1.F5670C04-A846-4214-AE1A-9B75015F09A7,1
de280d22-8148-4e5b-965d-eae9e2c627e0/TCGA-D9-A3Z3-06Z-00-DX1.C4820632-C64D-4661-94DD-9F27F75519C3,1
dee90855-0e98-4a7f-a0d5-e8729a229405/TCGA-WE-A8K1-06Z-00-DX1.78AB8C19-41B2-4BAB-AD11-48051A2E4C78,0
df1ed7ae-406f-4fd0-a89f-2d87752ea7fc/TCGA-BF-AAP2-01Z-00-DX1.EFDAA5ED-1360-4D86-8515-BF57CA1E4B5A,0
dfc01f71-b199-434a-92c8-a34796925f78/TCGA-WE-A8K5-06Z-00-DX1.88DA18DD-8CB6-4214-97C8-CCE566619649,1
dfc7216d-a42b-40a7-87fa-29b207fdcb66/TCGA-GN-A4U8-06Z-00-DX1.BD0E3D01-7FE9-40B6-9C80-63C83CB2E380,1
e1ad3cc3-523c-42e5-93f6-69c4859ae95d/TCGA-BF-A5EO-01Z-00-DX1.1BA74189-485E-4ABF-8314-1E7F6BFF77EA,0
e1afe61c-fc75-4927-b04d-0c60f80fa449/TCGA-W3-A828-06Z-00-DX1.1617E01C-D0E8-49F9-9FE1-5D912E9C024A,0
e2170a4b-c9d6-4f9d-b95c-0be2ecf42196/TCGA-WE-A8ZR-06Z-00-DX1.52E1652B-F713-4DEE-B699-FE9D0719A43C,1
e2a822ad-8402-4a94-bdee-046cbfcb3687/TCGA-YD-A89C-06Z-00-DX1.E1F14C6C-EA1D-4121-BB3F-A72AD8A0EB70,0
e2af1d01-781a-48fc-94f4-924dc3b297c1/TCGA-ER-A2NF-01Z-00-DX2.01ACC455-4161-4EF1-8478-3C4DF709F6D6,0
e2cc58dd-de07-454c-9a7b-fb508144cd8d/TCGA-DA-A960-01Z-00-DX1.89BAEF28-636F-4A4D-B4D7-399073693D79,0
e494daa4-ab36-4034-bb45-d939eab3fb58/TCGA-EB-A4IQ-01Z-00-DX1.C9F9D585-C34F-4771-9BE7-5E8CBE15EF0A,0
e4def988-80f3-476f-81e7-cb8b158dcdad/TCGA-FR-A726-01Z-00-DX1.E547BCFB-C27E-4115-9C11-C192587FB32C,1
e756db36-4249-4e8e-b95a-63336cc77c5b/TCGA-D3-A8GQ-06Z-00-DX1.5D8925EC-7571-4842-8763-0D8077D2FC68,0
e835301f-c75d-4fce-b348-42abded40a2c/TCGA-FS-A1ZN-01Z-00-DX3.4DAB37E0-79FB-4B8B-BA51-3441A2129F2C,1
e8b6f082-eb61-412c-aa44-14d260a6466e/TCGA-BF-A9VF-01Z-00-DX1.41F1F6E7-7093-4355-AC34-888340257A93,1
e9506607-9bd8-444e-8d25-536060326df2/TCGA-FS-A1ZD-06Z-00-DX3.04C0700C-C2DD-4EA9-B69A-EC42AB487847,1
e9c6ea89-3696-4cf5-af75-51e31b8fa302/TCGA-FS-A1Z7-06Z-00-DX4.4559CF24-0E79-4A62-A06C-057CB6B58223,1
ea719586-92fa-412a-8212-3c1ef22e1d05/TCGA-D9-A4Z2-01Z-00-DX1.0A277A05-ADB5-442B-BBB7-6914B829C66C,1
ebea6244-8f14-4b47-9d48-45b9cbfcb0c9/TCGA-BF-AAOU-01Z-00-DX1.9DC6A879-0AF0-4301-A027-248ACDBB301D,0
ec93ed67-1504-4789-9ffd-2dbd9f617e24/TCGA-BF-A5EQ-01Z-00-DX1.8B6B7B53-66A9-43B1-A223-21D7778F6EE7,1
eca5e5f5-4e8e-4723-b044-6769fae71e18/TCGA-D3-A1QB-06Z-00-DX1.45F27045-0EF1-4C33-9558-C1832E6BFBED,0
eeaa6e7f-6152-4edc-b7e9-74a8a82d0d80/TCGA-D3-A51G-06Z-00-DX1.4AE56306-4049-4854-82FD-8445F872D05F,0
ef0e0aab-389f-47aa-a76a-dfbd9fe633e0/TCGA-D3-A2JG-06Z-00-DX1.996E2017-70CA-4B6A-AB85-A170911BF9F2,1
ef19a7e5-20f0-4ba6-8b66-7eff6f84b7bd/TCGA-D3-A2JE-06Z-00-DX1.71482107-04E7-4DB6-873A-F68DC4F8C0D1,1
eff60b14-1f46-490f-9d1d-00a9c78a2a44/TCGA-BF-A3DM-01Z-00-DX1.531B67D8-67DB-4729-B5E1-74304CF431FE,1
f2289da8-9bab-4f24-ab59-ba5f33dc65ac/TCGA-FR-A728-01Z-00-DX1.FF67AF45-E879-449F-BAA1-73B3DB4D79FA,1
f23db5f3-6b2e-471e-9b18-e477140d9a5e/TCGA-ER-A2NB-01Z-00-DX1.323F02C6-D07A-41B6-BEE3-DE212F657A3E,0
f3a53d50-c9aa-47cc-8cc8-0f933f7eb105/TCGA-EB-A44O-01Z-00-DX1.A07646AF-D30D-4C44-B8F6-B81D3F2A4F5D,0
f4e0156d-033d-4c16-84f1-3f2a8de2e57b/TCGA-FS-A1ZC-06Z-00-DX1.9D418455-6B30-4042-8A2D-45631D49EADD,1
f663988b-69a8-4fd3-bbe6-aec3db35086a/TCGA-FS-A1Z7-06Z-00-DX8.841B85F8-B1FD-4ACC-8879-8FCC1F98FFC4,1
f6e7a4dd-81bd-4ff9-95a0-279884e52d9c/TCGA-FR-A8YC-06Z-00-DX1.C74DAE48-0901-4858-A47B-CAF5ED89C5D0,0
f8b6ecc6-6485-4f34-95a1-0ba5d7edad99/TCGA-D3-A1Q8-06Z-00-DX1.1E0D455B-62EB-445F-9758-F2E4E304AA82,0
fad5ede8-cb42-45f2-b98a-ca3ee5068d67/TCGA-BF-A1PV-01Z-00-DX1.58ECB5AA-6FCE-419B-8DD0-6B8F6BC430CC,0
fb648c8c-2698-423d-82a7-fe19012ef2df/TCGA-EB-A3XF-01Z-00-DX1.D381AAB4-242B-45E1-B6A2-DC07D1BF9A02,1
fdc98eac-f223-46f3-8c45-98d7f753ef52/TCGA-W3-A825-06Z-00-DX1.0C817E5E-BD62-4476-A5C0-DDFA8F41681E,1
ff66a6ff-08a5-478a-a289-b340e6abc80e/TCGA-D3-A51R-06Z-00-DX1.F4B5C1BD-2982-4041-A8F8-3F1E7EB7FFEE,0
